1,139.643525,35.453596,420,4,2015-09-25T15:42:39.582Z,uploaded_pic/1-1-20130829221323.jpg,散歩はもちろんのこと、お土産を買うこともできます。,横浜赤レンガ倉庫,http://www.yokohama-akarenga.jp/,4.32,3.51,2.93,3.32,0,0,0,3.64
2,139.6366807,35.4552036,213,3,2015-09-25T15:48:58.928Z,uploaded_pic/1-2-20130829223850.jpg,観覧車が有名です,よこはまコスモワールド,http://cosmoworld.jp/,4.04,3.94,3.3,3.03,3.49,0,3.61,3.5
3,139.6310839,35.4552397,214,4,2015-10-19T08:29:25.937Z,uploaded_pic/1-3-20130829223850.jpg,中にはホテルや商業施設が有ります,横浜ランドマークタワー,http://www.yokohama-landmark.jp/,4.1,4.13,3.28,3.63,0,0,0,4.09
4,139.6393333,35.4552703,268,3,2015-10-19T08:32:23.566Z,uploaded_pic/1-5-20130829221322.jpg,text,カップヌードルミュージアム,http://www.cupnoodles-museum.jp/,4.18,3.6,2.66,3.54,3.55,0,3.8,3.63
5,139.6281951,35.4602614,210,4,2010-10-10T00:00:00Z,pic,text,横浜みなとみらい21,http://www.minatomirai21.com/,4.09,4.15,3.32,3.61,0,0,0,4.1
6,139.6387944,35.4552786,105,4,2010-10-10T00:00:00Z,uploaded_pic/1-7-20131001112233.JPG,text,汽車道,url,3.79,3.9,3.31,3.61,0,0,0,3.84
7,139.6310839,35.4552397,78,4,2010-10-10T00:00:00Z,pic,text,横浜ランドマークタワー69F展望フロア スカイガーデン,http://www.yokohama-landmark.jp/skygarden/page/,3.67,4.04,3.57,3.66,0,0,0,4.23
8,139.6431304,35.4522984,69,7,2010-10-10T00:00:00Z,pic,12月上旬〜2月中旬(2016年現在),Art Rink in 横浜赤レンガ倉庫,http://www.yokohama-akarenga.jp/,3.46,3.66,3,3.21,0,0,0,3.8
9,139.6319669,35.4617167,23,4,2010-10-10T00:00:00Z,pic,text,ブリリアショートショートシアター,url,3.34,2.72,4.32,3.1,0,0,0,3.39
10,139.6309506,35.4564285,108,5,2010-10-10T00:00:00Z,pic,text,横浜美術館,http://yokohama.art.museum/,3.79,4.15,3.31,3.65,3.55,0,0,3.93
11,139.63287,35.4539121,137,4,2010-10-10T00:00:00Z,pic,text,帆船日本丸,http://www.nippon-maru.or.jp/,3.93,4,3.6,3.22,0,0,0,3.99
12,139.6330155,35.4557784,29,7,2010-10-10T00:00:00Z,pic,11/7〜12/25 (2016年現在),クイーンズスクエア横浜クリスマス,http://www.qsy-tqc.jp/,3.36,4.24,3.14,3.81,0,0,0,3.83
13,139.635714,35.4587199,107,7,2010-10-10T00:00:00Z,pic,text,パシフィコ横浜 (横浜国際平和会議場),http://www.pacifico.co.jp/,3.8,3.6,3.29,3.61,0,0,0,3.64
14,139.6383888,35.4582894,55,3,2010-10-10T00:00:00Z,pic,text,臨港パーク,http://www.pacifico.co.jp/visitor/info/outside.html,3.45,3.43,3.81,3.48,0,0,0,3.86
15,139.6310839,35.4552397,78,4,2010-10-10T00:00:00Z,pic,text,ドックヤードガーデン,http://www.yokohama-landmark.jp/tower/dock.html,3.48,3.91,3.62,2.78,0,0,0,3.69
16,139.6383888,35.4582894,49,4,2010-10-10T00:00:00Z,pic,text,ぷかりさん橋,http://www.pacifico.co.jp/visitor/info/pukari.html,3.42,3.47,3.69,3.27,0,0,0,3.61
17,139.63287,35.4539121,69,3,2010-10-10T00:00:00Z,pic,text,日本丸メモリアルパーク,http://www.nippon-maru.or.jp/top.html,3.56,3.85,3.49,3.3,0,0,0,3.88
18,139.6440441,35.4548426,48,5,2010-10-10T00:00:00Z,pic,text,海上保安資料館横浜館,http://www.kaiho.mlit.go.jp/03kanku/kouhou/jcgm_yokohama/,3.47,3.41,3.79,3,4.59,0,0,4.14
19,139.6281951,35.4602614,22,7,2010-10-10T00:00:00Z,pic,8月上旬,神奈川新聞花火大会,url,3.36,4.07,1.95,2.77,0,4.33,0,4.38
20,139.6387944,35.4552786,21,3,2010-10-10T00:00:00Z,pic,text,新港パーク,url,3.35,3.55,4,3.5,0,0,0,3.7
21,139.6310839,35.4552397,7,7,2010-10-10T00:00:00Z,pic,11/10〜12/25 (2016年現在),Landmark Bright Christmas,http://www.yokohama-landmark.jp/page/event/,3.31,4.1,3.4,3,0,0,0,4.3
22,139.631278,35.4651108,29,4,2010-10-10T00:00:00Z,pic,text,マリノスタウン,http://www.f-marinos.com/marinostown/,3.35,3.69,3.64,3.54,0,0,0,3.67
23,139.642178,35.4446993,12,7,2010-10-10T00:00:00Z,pic,6月上旬,横浜開港祭,http://www.kaikosai.com/,3.33,4.12,3.12,3.67,0,4.23,0,4.12
24,139.63287,35.4539121,42,5,2010-10-10T00:00:00Z,pic,text,横浜みなと博物館（旧横浜マリタイムミュージアム）,http://www.nippon-maru.or.jp/,3.41,3.84,3.77,3.4,3.59,0,0,3.67
25,139.6310839,35.4552397,14,7,2010-10-10T00:00:00Z,pic,text,ドックヤード　プロジェクションマッピング,http://www.yokohama-landmark.jp/web/pickup/special/13dockyard_pm/top.html,3.34,3.95,3.1,2.5,0,0,0,3.9
26,139.634553,35.4572701,31,3,2015-09-25T15:49:34.277Z,pic,コンサートなどが催されます。,横浜みなとみらいホール,http://www.yaf.or.jp/mmh,3.41,4.1,3.63,3.55,0,0,0,3.89
27,139.6262456,35.4503987,32,4,2010-10-10T00:00:00Z,pic,text,伊勢山皇大神宮,http://www.iseyama.jp/,3.38,2.84,3.48,2.75,0,0,0,3.37
28,139.632331,35.456459,97,2,2010-10-10T00:00:00Z,pic,text,クィーンズスクエア横浜,http://www.qsy-tqc.jp/,3.62,4.09,3.09,3.7,0,0,0,3.61
29,139.6434137,35.4521373,18,7,2010-10-10T00:00:00Z,pic,"9/30,10/16 (2016年現在)",オクトーバーフェスト 赤煉瓦倉庫前ひろば,http://www.yokohama-akarenga.jp/oktoberfest2016/,3.32,3.73,1.96,3.17,0,4,0,3.96
30,139.6300954,35.4477795,10,7,2010-10-10T00:00:00Z,pic,毎年４月下旬頃開催,野毛大道芸,ttp://www.noge-net.com/daidogei.htm,3.3,4.3,3.6,3.79,0,4.16,0,4.1
